category,name,price in £,rating star(s)
Music,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3
Music,No One Here Gets Out Alive,20.02,5
Music,Life,31.58,5
Music,Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,2
Music,Forever Rockers (The Rocker #12),28.8,3
Default,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3
Default,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4
Default,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2
Default,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3
Default,Aladdin and His Wonderful Lamp,53.13,3
Default,Penny Maybe,33.29,3
Default,Maude (1883-1993):She Grew Up with the country,18.02,2
Default,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,5
Default,Soul Reader,39.58,2
Default,Bossypants,49.46,2
Default,A World of Flavor: Your Gluten Free Passport,42.95,1
Default,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,5
Default,Tracing Numbers on a Train,41.6,3
Default,Thirteen Reasons Why,52.72,1
Default,The Secret (The Secret #1),27.37,4
Default,The Psychopath Test: A Journey Through the Madness Industry,36.0,2
Default,The Kite Runner,41.82,4
Default,The Girl on the Train,55.02,2
Default,The Emerald Mystery,23.15,2
Default,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3
Default,The Art of War,33.34,5
Default,Secrets and Lace (Fatal Hearts #1),20.27,1
Default,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1
Default,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1
Default,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),10.76,1
Default,Large Print Heart of the Pride,19.15,2
Default,Grumbles,22.16,2
Default,First Steps for New Christians (Print Edition),29.0,1
Default,Eureka Trivia 6.0,54.59,4
Default,Drive: The Surprising Truth About What Motivates Us,34.95,4
Default,Done Rubbed Out (Reightman & Bailey #1),37.72,5
Default,Beauty Restored (Riley Family Legacy Novellas #3),11.11,2
Default,Ayumi's Violin,15.48,2
Default,Anonymous,46.82,4
Default,Amy Meets the Saints and Sages,18.46,3
Default,Amatus,50.54,5
Default,V for Vendetta (V for Vendetta Complete),37.1,4
Default,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2
Default,The Wright Brothers,56.8,4
Default,The Songs of the Gods,44.48,5
Default,The Rosie Project (Don Tillman #1),54.04,1
Default,The Power of Habit: Why We Do What We Do in Life and Business,16.88,3
Default,Steve Jobs,39.5,5
Default,Luckiest Girl Alive,49.83,3
Default,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4
Default,Lady Midnight (The Dark Artifices #1),16.28,5
Default,"Hush, Hush (Hush, Hush #1)",47.02,3
Default,Greek Mythic History,10.23,5
Default,Every Last Word,46.47,3
Default,Daily Fantasy Sports,36.58,1
Default,Clockwork Angel (The Infernal Devices #1),44.14,1
Default,City of Fallen Angels (The Mortal Instruments #4),11.23,4
Default,City of Bones (The Mortal Instruments #1),43.28,1
Default,City of Ashes (The Mortal Instruments #2),47.27,1
Default,"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3
Default,Carrie,46.23,2
Default,Angels & Demons (Robert Langdon #1),51.48,3
Default,"The Three Searches, Meaning, and the Story",13.33,3
Default,Raspberry Pi Electronics Projects for the Evil Genius,49.67,4
Default,How to Speak Golf: An Illustrated Guide to Links Lingo,58.32,5
Default,Eleanor & Park,56.51,5
Default,Troublemaker: Surviving Hollywood and Scientology,48.39,2
Default,Adultery,20.88,5
Default,Unlimited Intuition Now,58.87,4
Default,Underlying Notes,11.82,2
Default,The New Brand You: Your New Image Makes the Sale for You,44.05,5
Default,The Flowers Lied,16.68,2
Default,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",10.41,4
Default,Modern Day Fables,47.44,2
Default,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5
Default,The Martian (The Martian #1),41.39,2
Default,Left Behind (Left Behind #1),40.72,2
Default,John Vassos: Industrial Design for Modern Life,20.22,4
Default,I'll Give You the Sun,56.48,1
Default,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2
Default,Ender's Game (The Ender Quintet #1),43.64,1
Default,Death by Leisure: A Cautionary Tale,37.51,4
Default,Wildlife of New York: A Five-Borough Coloring Book,22.14,2
Default,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1
Default,The Great Gatsby,36.05,4
Default,The Good Girl,49.03,3
Default,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4
Default,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2
Default,Life of Pi,13.22,4
Default,The Sound Of Love,57.84,5
Default,The Perks of Being a Wallflower,55.02,3
Default,The Makings of a Fatherless Child,31.58,2
Default,The Hobbit (Middle-Earth Universe),17.8,5
Default,The Fellowship of the Ring (The Lord of the Rings #1),10.27,2
Default,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3
Default,Musicophilia: Tales of Music and the Brain,46.58,1
Default,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4
Default,The Fault in Our Stars,47.22,1
Default,The Dream Thieves (The Raven Cycle #2),34.5,1
Default,The 5th Wave (The 5th Wave #1),11.83,2
Default,Shiver (The Wolves of Mercy Falls #1),16.23,5
Default,Remember Me?,11.48,3
Default,If I Stay (If I Stay #1),38.13,5
Default,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2
Default,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1
Default,Fool Me Once,16.96,1
Default,Drama,38.7,2
Default,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5
Default,Alight (The Generations Trilogy #2),58.59,4
Default,Vogue Colors A to Z: A Fashion Coloring Book,52.35,4
Default,The Shining (The Shining #1),27.88,3
Default,The Hunger Games (The Hunger Games #1),29.85,5
Default,Outlander (Outlander #1),19.67,5
Default,Mockingjay (The Hunger Games #3),20.44,4
Default,Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,3
Default,Confessions of a Shopaholic (Shopaholic #1),48.94,2
Default,Zero History (Blue Ant #3),34.77,1
Default,World War Z: An Oral History of the Zombie War,21.8,1
Default,Wild: From Lost to Found on the Pacific Crest Trail,46.02,3
Default,"Where'd You Go, Bernadette",18.13,1
Default,Twilight (Twilight #1),41.93,2
Default,The Paris Wife,36.8,3
Default,The Maze Runner (The Maze Runner #1),20.93,1
Default,The Lover's Dictionary,58.09,2
Default,The Goldfinch,43.58,3
Default,The Giver (The Giver Quartet #1),12.3,1
Default,The Girl Who Played with Fire (Millennium Trilogy #2),22.14,2
Default,The Demon-Haunted World: Science as a Candle in the Dark,52.25,4
Default,The Book Thief,53.49,2
Default,The Autobiography of Malcolm X,23.43,2
Default,Shopaholic & Baby (Shopaholic #5),46.45,2
Default,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1
Default,Packing for Mars: The Curious Science of Life in the Void,56.68,2
Default,Orange Is the New Black,24.61,2
Default,One for the Money (Stephanie Plum #1),32.87,2
Default,Morning Star (Red Rising #3),29.4,1
Default,Life After Life,26.13,2
Default,"Lean In: Women, Work, and the Will to Lead",25.02,1
Default,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3
Default,Gone Girl,37.6,5
Default,Fellside,38.62,1
Default,Eclipse (Twilight #3),18.74,1
Default,Dracula,52.62,3
Default,Dead Wake: The Last Crossing of the Lusitania,39.24,5
Default,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1
Default,Dark Places,23.9,5
Default,Breaking Dawn (Twilight #4),35.28,5
Default,Beautiful Creatures (Caster Chronicles #1),21.55,5
Default,A Visit from the Goon Squad,14.08,5
Default,The Zombie Room,19.69,5
Default,The Name of the Wind (The Kingkiller Chronicle #1),50.59,3
Default,Taking Shots (Assassins #1),18.88,2
Default,Shatter Me (Shatter Me #1),42.4,1
Default,Paradise Lost (Paradise #1),24.96,1
Default,On the Road (Duluoz Legend),32.36,3
Default,Jane Eyre,38.43,5
Default,Frankenstein,38.0,2
Science Fiction,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1
Science Fiction,Join,35.67,5
Science Fiction,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4
Science Fiction,The Project,10.65,1
Science Fiction,Soft Apocalypse,26.12,2
Science Fiction,Sleeping Giants (Themis Files #1),48.74,1
Science Fiction,Arena,21.36,4
Science Fiction,Foundation (Foundation (Publication Order) #1),32.42,1
Science Fiction,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,1
Science Fiction,Ready Player One,19.07,4
Science Fiction,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2
Science Fiction,Dune (Dune #1),54.86,1
Science Fiction,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1
Science Fiction,Three Wishes (River of Time: California #1),44.18,2
Science Fiction,The Last Girl (The Dominion Trilogy #1),36.26,2
Science Fiction,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4
Sports and Games,The Book of Basketball: The NBA According to The Sports Guy,44.84,5
Sports and Games,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3
Sports and Games,Sugar Rush (Offensive Line #2),24.42,1
Sports and Games,Settling the Score (The Summer Games #1),44.91,2
Sports and Games,Icing (Aces Hockey #2),40.44,4
Add a comment,The Torch Is Passed: A Harding Family Story,19.09,1
Add a comment,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,4
Add a comment,The Art Forger,40.76,3
Add a comment,On a Midnight Clear,14.07,3
Add a comment,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,2
Add a comment,"Shobu Samurai, Project Aryoku (#3)",29.06,3
Add a comment,Modern Romance,28.26,5
Add a comment,The White Queen (The Cousins' War #1),25.91,5
Add a comment,The Song of Achilles,37.4,5
Add a comment,The Immortal Life of Henrietta Lacks,40.67,2
Add a comment,The Dovekeepers,48.78,1
Add a comment,More Than Music (Chasing the Dream #1),37.61,2
Add a comment,Code Name Verity (Code Name Verity #1),22.13,4
Add a comment,Cell,20.29,4
Add a comment,Angels Walking (Angels Walking #1),34.2,2
Add a comment,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2
Add a comment,A People's History of the United States,40.79,2
Add a comment,A Brush of Wings (Angels Walking #3),55.51,1
Add a comment,Rook,37.86,4
Add a comment,The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1
Add a comment,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4
Add a comment,The Children,11.88,3
Add a comment,One with You (Crossfire #5),15.71,4
Add a comment,Without Shame,48.27,5
Add a comment,Watchmen,58.05,4
Add a comment,A Hero's Curse (The Unseen Chronicles #1),50.49,3
Add a comment,23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2
Add a comment,The Glass Castle,16.24,1
Add a comment,The Drowning Girls,35.67,3
Add a comment,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5
Add a comment,John Adams,57.43,4
Add a comment,Good in Bed (Cannie Shapiro #1),37.05,5
Add a comment,The Joy of Cooking,43.27,4
Add a comment,The Golden Compass (His Dark Materials #1),18.77,1
Add a comment,The God Delusion,46.85,3
Add a comment,Pride and Prejudice,19.27,4
Add a comment,Mere Christianity,48.51,3
Add a comment,Fun Home: A Family Tragicomic,56.59,4
Add a comment,The Raven King (The Raven Cycle #4),30.57,2
Add a comment,Find Her (Detective D.D. Warren #8),22.37,1
Add a comment,Evicted: Poverty and Profit in the American City,42.27,1
Add a comment,A Game of Thrones (A Song of Ice and Fire #1),46.42,2
Add a comment,A Clash of Kings (A Song of Ice and Fire #2),10.79,3
Add a comment,The Tipping Point: How Little Things Can Make a Big Difference,10.02,2
Add a comment,The Rest Is Noise: Listening to the Twentieth Century,34.77,1
Add a comment,The Purpose Driven Life: What on Earth Am I Here for?,37.19,3
Add a comment,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,3
Add a comment,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,1
Add a comment,"The End of Faith: Religion, Terror, and the Future of Reason",22.13,4
Add a comment,The Complete Poems,41.32,5
Add a comment,The Catcher in the Rye,24.55,1
Add a comment,The Case for Christ (Cases for Christianity),47.84,1
Add a comment,The Blind Side: Evolution of a Game,53.71,5
Add a comment,Seven Days in the Art World,52.33,2
Add a comment,Sarah's Key,46.29,1
Add a comment,Rogue Lawyer (Rogue Lawyer #1),50.11,3
Add a comment,Manuscript Found in Accra,34.98,2
Add a comment,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4
Add a comment,Cosmos,36.17,2
Add a comment,#GIRLBOSS,50.96,1
Add a comment,The Sense of an Ending,31.38,3
Add a comment,The Republic,33.78,3
Add a comment,The Odyssey,29.64,3
Add a comment,The Light of the Fireflies,54.43,1
Add a comment,The Iliad,16.16,1
Add a comment,The Communist Manifesto,14.76,3
Add a comment,Lord of the Flies,24.89,3
Fantasy,Unicorn Tracks,18.78,3
Fantasy,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3
Fantasy,Princess Between Worlds (Wide-Awake Princess #5),13.34,5
Fantasy,Masks and Shadows,56.4,2
Fantasy,Crown of Midnight (Throne of Glass #2),43.29,3
Fantasy,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2
Fantasy,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,1
Fantasy,Throne of Glass (Throne of Glass #1),35.07,3
Fantasy,The Glittering Court (The Glittering Court #1),44.28,1
Fantasy,Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,1
Fantasy,The Star-Touched Queen,46.02,5
Fantasy,The Hidden Oracle (The Trials of Apollo #1),52.26,2
Fantasy,The Bane Chronicles (The Bane Chronicles #1-11),44.73,4
Fantasy,Island of Dragons (Unwanteds #7),29.65,1
Fantasy,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5
Fantasy,City of Glass (The Mortal Instruments #3),56.02,4
Fantasy,Searching for Meaning in Gailana,38.73,1
Fantasy,The Star-Touched Queen,32.3,5
Fantasy,A Shard of Ice (The Black Symphony Saga #1),56.63,3
Fantasy,King's Folly (The Kinsman Chronicles #1),39.61,5
Fantasy,Every Heart a Doorway (Every Heart A Doorway #1),12.16,5
Fantasy,A Gathering of Shadows (Shades of Magic #2),44.81,4
Fantasy,The Raven Boys (The Raven Cycle #1),57.74,4
Fantasy,The False Prince (The Ascendance Trilogy #1),56.0,5
Fantasy,Tell the Wind and Fire,45.51,3
Fantasy,A Feast for Crows (A Song of Ice and Fire #4),17.21,4
Fantasy,The Demonists (Demonist #1),52.11,2
Fantasy,The Beast (Black Dagger Brotherhood #14),46.08,5
Fantasy,Paper and Fire (The Great Library #2),49.45,5
Fantasy,Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,4
Fantasy,Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,5
Fantasy,Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,1
Fantasy,The Rose & the Dagger (The Wrath and the Dawn #2),58.64,4
Fantasy,Soldier (Talon #3),24.72,2
Fantasy,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2
Fantasy,Heir to the Sky,44.07,4
Fantasy,Eragon (The Inheritance Cycle #1),43.87,3
Fantasy,Darkfever (Fever #1),56.02,1
Fantasy,Ash,22.06,4
Fantasy,A Storm of Swords (A Song of Ice and Fire #3),31.22,2
Fantasy,Vampire Girl (Vampire Girl #1),53.82,2
Fantasy,The Silent Twin (Detective Jennifer Knight #3),36.25,3
Fantasy,The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1
Fantasy,Sister Sable (The Mad Queen #1),13.33,3
Fantasy,Shadow Rites (Jane Yellowrock #10),21.72,4
Fantasy,Origins (Alphas 0.5),28.99,1
Fantasy,One Second (Seven #7),52.94,2
Fantasy,Myriad (Prentor #1),58.75,4
New Adult,Without Borders (Wanderlove #1),45.07,2
New Adult,The Mistake (Off-Campus #2),43.29,3
New Adult,The Matchmaker's Playbook (Wingmen Inc. #1),55.85,1
New Adult,The Hook Up (Game On #1),36.29,5
New Adult,Shameless,58.35,3
New Adult,Off Sides (Off #1),39.45,5
Young Adult,The Requiem Red,22.65,1
Young Adult,Set Me Free,17.46,5
Young Adult,The Natural History of Us (The Fine Art of Pretending #2),45.22,3
Young Adult,Obsidian (Lux #1),14.86,2
Young Adult,Burning,28.81,3
Young Adult,A Fierce and Subtle Poison,28.13,4
Young Adult,Scarlett Epstein Hates It Here,43.55,5
Young Adult,"Nightingale, Sing",38.28,1
Young Adult,Library of Souls (Miss Peregrine’s Peculiar Children #3),48.56,5
Young Adult,Frostbite (Vampire Academy #2),29.99,5
Young Adult,Wild Swans,14.36,2
Young Adult,Until Friday Night (The Field Party #1),46.31,2
Young Adult,This Is Where It Ends,27.12,2
Young Adult,The Darkest Lie,35.35,5
Young Adult,My Kind of Crazy,40.36,1
Young Adult,Don't Get Caught,55.35,1
Young Adult,Catching Jordan (Hundred Oaks),50.83,3
Young Adult,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,4
Young Adult,The Epidemic (The Program 0.6),14.44,5
Young Adult,Stars Above (The Lunar Chronicles #4.5),48.05,2
Young Adult,No Love Allowed (Dodge Cove #1),54.65,4
Young Adult,"Exit, Pursued by a Bear",51.34,4
Young Adult,The Alien Club,54.4,1
Young Adult,Don't Forget Steven,33.23,1
Young Adult,South of Sunshine,28.93,1
Young Adult,My Life Next Door (My Life Next Door ),36.39,5
Young Adult,Future Shock (Future Shock #1),55.65,5
Young Adult,Nightstruck: A Novel,50.35,4
Young Adult,Tell the Wolves I'm Home,50.96,2
Young Adult,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4
Young Adult,Where She Went (If I Stay #2),41.73,4
Young Adult,Two Summers,14.64,1
Young Adult,The Darkest Corners,11.33,5
Young Adult,Tell Me Three Things,41.81,1
Young Adult,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4
Young Adult,Kill the Boy Band,15.52,5
Young Adult,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5
Young Adult,An Abundance of Katherines,10.0,5
Young Adult,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,4
Young Adult,Walk the Edge (Thunder Road #2),32.36,3
Young Adult,Two Boys Kissing,32.74,2
Young Adult,The New Guy (and Other Senior Year Distractions),44.92,3
Young Adult,"The Land of 10,000 Madonnas",29.64,4
Young Adult,Scarlet (The Lunar Chronicles #2),14.57,4
Young Adult,Legend (Legend #1),43.69,4
Young Adult,Lady Renegades (Rebel Belle #3),53.04,5
Young Adult,Golden (Heart of Dread #3),42.21,4
Young Adult,Cinder (The Lunar Chronicles #1),26.09,1
Young Adult,Boy Meets Boy,21.12,3
Young Adult,Annie on My Mind,36.83,5
Young Adult,New Moon (Twilight #2),12.86,4
Young Adult,Girl Online On Tour (Girl Online #2),53.47,1
Young Adult,The Haters,27.89,5
Young Adult,The Art of Not Breathing,40.83,4
Science,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4
Science,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,5
Science,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4
Science,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,1
Science,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1
Science,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1
Science,The Origin of Species,10.01,4
Science,The Grand Design,13.76,3
Science,Peak: Secrets from the New Science of Expertise,16.28,2
Science,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,4
Science,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,5
Science,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,2
Science,Seven Brief Lessons on Physics,30.6,4
Science,The Selfish Gene,29.45,1
Poetry,A Light in the Attic,51.77,3
Poetry,The Black Maria,52.15,1
Poetry,Shakespeare's Sonnets,20.66,4
Poetry,Olio,23.88,1
Poetry,You can't bury them all: Poems,33.63,2
Poetry,Slow States of Collapse: Poems,57.31,3
Poetry,Untitled Collection: Sabbath Poems 2014,14.27,4
Poetry,Poems That Make Grown Women Cry,14.19,4
Poetry,Night Sky with Exit Wounds,41.05,1
Poetry,salt.,46.78,4
Poetry,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,5
Poetry,Out of Print: City Lights Spotlight No. 14,53.64,5
Poetry,Les Fleurs du Mal,29.04,5
Poetry,Howl and Other Poems,40.45,2
Poetry,Leave This Song Behind: Teen Poetry at Its Best,51.17,5
Poetry,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5
Poetry,The Crossover,38.77,4
Poetry,Booked,17.49,5
Poetry,Twenty Love Poems and a Song of Despair,30.95,4
Paranormal,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1
Art,Wall and Piece,44.18,4
Art,Feathers: Displays of Brilliant Plumage,49.05,3
Art,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4
Art,The New Drawing on the Right Side of the Brain,43.02,3
Art,History of Beauty,10.29,4
Art,The Story of Art,41.14,4
Art,The Art Book,32.34,2
Art,Ways of Seeing,39.51,5
Psychology,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,1
Psychology,The Golden Condom: And Other Essays on Love Lost and Found,39.43,1
Psychology,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3
Psychology,An Unquiet Mind: A Memoir of Moods and Madness,21.3,3
Psychology,"Thinking, Fast and Slow",21.14,1
Psychology,Civilization and Its Discontents,59.95,2
Psychology,8 Keys to Mental Health Through Exercise,31.04,1
Autobiography,The Argonauts,10.93,2
Autobiography,M Train,27.18,1
Autobiography,Lab Girl,40.85,1
Autobiography,Approval Junkie: Adventures in Caring Too Much,58.81,5
Autobiography,Running with Scissors,12.91,4
Autobiography,Me Talk Pretty One Day,57.6,2
Autobiography,Lust & Wonder,11.87,2
Autobiography,Life Without a Recipe,59.04,5
Autobiography,A Heartbreaking Work of Staggering Genius,54.29,5
Parenting,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2
Adult Fiction,Fifty Shades Freed (Fifty Shades #3),15.36,5
Humor,The Long Haul (Diary of a Wimpy Kid #9),44.07,1
Humor,Old School (Diary of a Wimpy Kid #10),11.83,5
Humor,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,4
Humor,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,5
Humor,Dress Your Family in Corduroy and Denim,43.68,3
Humor,Toddlers Are A**holes: It's Not Your Fault,25.55,1
Humor,When You Are Engulfed in Flames,30.89,5
Humor,Naked,31.69,3
Humor,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5
Humor,Holidays on Ice,51.07,2
Horror,Security,39.25,2
Horror,Follow You Home,21.36,1
Horror,The Loney,23.4,1
Horror,Pet Sematary,10.56,3
Horror,Doctor Sleep (The Shining #2),40.12,2
Horror,Psycho: Sanitarium (Psycho #1.5),36.97,5
Horror,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1
Horror,Red Dragon (Hannibal Lecter #1),23.37,3
Horror,Dracula the Un-Dead,35.63,5
Horror,Night Shift (Night Shift #1-20),12.75,4
Horror,Needful Things,47.51,4
Horror,Misery,34.79,2
Horror,It,25.01,3
Horror,'Salem's Lot,49.56,4
Horror,The Stand,57.86,2
Horror,The Girl with All the Gifts,49.47,3
Horror,House of Leaves,54.89,1
History,Sapiens: A Brief History of Humankind,54.23,5
History,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1
History,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1
History,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2
History,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1
History,Zealot: The Life and Times of Jesus of Nazareth,24.7,3
History,A Distant Mirror: The Calamitous 14th Century,14.58,3
History,1491: New Revelations of the Americas Before Columbus,21.8,3
History,Brilliant Beacons: A History of the American Lighthouse,11.45,3
History,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5
History,A Short History of Nearly Everything,52.4,5
History,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2
History,Catherine the Great: Portrait of a Woman,58.55,4
History,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5
History,The Hiding Place,55.91,4
History,America's War for the Greater Middle East: A Military History,51.22,2
History,The Guns of August,14.54,2
History,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2
Food and Drink,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3
Food and Drink,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,1
Food and Drink,My Paris Kitchen: Recipes and Stories,33.37,2
Food and Drink,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4
Food and Drink,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1
Food and Drink,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5
Food and Drink,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2
Food and Drink,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1
Food and Drink,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3
Food and Drink,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3
Food and Drink,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,1
Food and Drink,Barefoot Contessa Back to Basics,28.01,1
Food and Drink,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,5
Food and Drink,My Kitchen Year: 136 Recipes That Saved My Life,11.53,2
Food and Drink,Everyday Italian: 125 Simple and Delicious Recipes,20.1,5
Food and Drink,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1
Food and Drink,Cravings: Recipes for What You Want to Eat,20.5,3
Food and Drink,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4
Food and Drink,32 Yolks,53.63,2
Food and Drink,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5
