Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
23137,2982,Bike,3,Business,3,4,8:33:57 AM,3,4,8:34:10 AM,3,4,8:39:55 AM,3,4,8:53:33 AM,3,4,9:22:52 AM,18,20.4,,-1.300921,36.828195,-1.177202,36.8351183,932,1759
27070,1473,Bike,3,Business,30,5,8:55:26 AM,30,5,9:02:02 AM,30,5,9:11:37 AM,30,5,9:28:07 AM,30,5,10:08:59 AM,23,19.0,,-1.3700383,36.9190174,-1.2571472,36.7950633,364,2452
12993,3493,Bike,1,Personal,2,1,2:15:58 PM,2,1,2:19:37 PM,2,1,2:30:11 PM,2,1,2:38:35 PM,2,1,2:51:10 PM,7,19.8,,-1.2912668,36.7656703,-1.2623805,36.7805404,116,755
1779,1271,Bike,3,Business,21,3,10:37:40 AM,21,3,10:37:51 AM,21,3,10:38:01 AM,21,3,10:55:44 AM,21,3,11:52:27 AM,19,21.8,,-1.3244885,36.897792,-1.254191,36.8099132,402,3403
12627,3711,Bike,3,Business,28,3,1:48:13 PM,28,3,1:48:55 PM,28,3,1:52:54 PM,28,3,1:58:41 PM,28,3,2:28:36 PM,17,,,-1.3014461,36.7661381,-1.369429,36.762751,609,1795
13019,1006,Bike,1,Personal,17,5,8:36:42 AM,17,5,8:37:00 AM,17,5,8:45:08 AM,17,5,8:55:39 AM,17,5,9:31:21 AM,18,14.5,,-1.2729217,36.7624829,-1.2363092,36.8823617,379,2142
19645,1419,Bike,3,Personal,17,1,3:14:32 PM,17,1,4:01:12 PM,17,1,4:23:25 PM,17,1,4:34:38 PM,17,1,4:46:53 PM,6,22.4,,-1.2728947,36.8079426,-1.285969,36.789205,818,735
17726,3239,Bike,3,Personal,29,2,9:12:34 AM,29,2,9:14:23 AM,29,2,9:21:37 AM,29,2,9:30:35 AM,29,2,10:00:14 AM,8,16.5,,-1.2839322,36.8292426,-1.3197107,36.8054354,845,1779
24965,2371,Bike,3,Personal,5,3,12:10:29 PM,5,3,12:12:18 PM,5,3,12:20:19 PM,5,3,1:41:10 PM,5,3,2:08:02 PM,12,18.9,0.3,-1.2844072,36.8247296,-1.2636435,36.9087594,359,1612
17952,393,Bike,3,Business,26,2,10:38:01 AM,26,2,10:38:10 AM,26,2,10:38:15 AM,26,2,10:42:53 AM,26,2,11:01:00 AM,4,27.7,,-1.3167113,36.8301563,-1.3004062,36.829741,519,1087
25502,1927,Bike,3,Business,13,2,6:20:56 PM,13,2,6:21:04 PM,13,2,6:21:07 PM,13,2,6:33:03 PM,13,2,6:48:23 PM,10,23.4,,-1.3169591,36.7000029,-1.3472066,36.7692638,874,920
11724,2675,Bike,1,Personal,19,6,2:13:46 PM,19,6,2:14:11 PM,19,6,2:23:27 PM,19,6,2:46:04 PM,19,6,3:01:29 PM,9,24.1,,-1.2675132,36.8014826,-1.3145124,36.8400018,753,925
27239,190,Bike,3,Business,8,1,1:34:44 PM,8,1,1:35:55 PM,8,1,2:16:57 PM,8,1,2:25:10 PM,8,1,2:35:33 PM,6,29.6,,-1.3278522,36.8711134,-1.3270347,36.8667362,763,623
20034,2956,Bike,3,Business,26,2,12:39:38 PM,26,2,12:39:55 PM,26,2,12:40:58 PM,26,2,1:02:38 PM,26,2,1:04:33 PM,1,26.3,,-1.2571472,36.7950633,-1.2584143,36.8048002,875,115
21242,3560,Bike,3,Business,4,5,10:24:15 AM,4,5,10:41:05 AM,4,5,10:48:53 AM,4,5,10:57:07 AM,4,5,11:11:08 AM,1,17.1,,-1.290894,36.822971,-1.279395,36.825364,569,841
6668,928,Bike,3,Business,29,2,3:12:47 PM,29,2,3:13:28 PM,29,2,3:20:06 PM,29,2,3:33:05 PM,29,2,3:51:26 PM,8,26.8,,-1.2551895,36.7822034,-1.2945041,36.8151527,191,1101
21907,3355,Bike,3,Business,3,3,2:09:24 PM,3,3,2:10:55 PM,3,3,2:36:59 PM,3,3,2:45:05 PM,3,3,3:49:07 PM,10,27.0,,-1.2859912,36.8756811,-1.3052491,36.8223899,333,3842
12702,1329,Bike,3,Business,1,1,5:08:58 PM,1,1,5:10:09 PM,1,1,5:14:44 PM,1,1,5:17:52 PM,1,1,6:00:15 PM,8,27.4,,-1.273056,36.811298,-1.2315181,36.8140543,166,2543
16535,2200,Bike,3,Business,21,5,10:54:00 AM,21,5,12:48:40 PM,21,5,12:57:29 PM,21,5,1:15:07 PM,21,5,1:23:50 PM,2,22.7,,-1.290894,36.822971,-1.2848174,36.826163,489,523
6850,1106,Bike,1,Personal,13,4,9:19:42 AM,13,4,9:20:27 AM,13,4,9:26:48 AM,13,4,9:38:47 AM,13,4,10:06:48 AM,12,18.8,,-1.2684667,36.8002891,-1.3353385,36.7778749,882,1681
21818,2412,Bike,3,Business,28,1,10:38:48 AM,28,1,10:41:50 AM,28,1,11:23:05 AM,28,1,11:26:41 AM,28,1,11:46:33 AM,10,23.7,,-1.2285835,36.8826468,-1.2880129,36.8308097,906,1192
11209,2330,Bike,3,Business,5,5,11:55:06 AM,5,5,11:56:29 AM,5,5,12:09:12 PM,5,5,12:15:08 PM,5,5,12:28:50 PM,2,24.3,,-1.3015197,36.7658456,-1.2856664,36.7559838,548,822
5733,1724,Bike,3,Business,10,4,12:13:07 PM,10,4,12:13:14 PM,10,4,12:20:04 PM,10,4,12:29:01 PM,10,4,12:44:37 PM,7,24.5,,-1.2551895,36.7822034,-1.2545163,36.8243717,658,936
11415,2956,Bike,3,Business,12,2,9:14:50 AM,12,2,9:22:51 AM,12,2,9:48:30 AM,12,2,9:53:49 AM,12,2,10:23:14 AM,7,17.8,,-1.225322,36.80855,-1.2584143,36.8048002,452,1765
1859,2523,Bike,3,Business,8,5,1:36:03 PM,8,5,1:38:01 PM,8,5,2:06:49 PM,8,5,2:16:16 PM,8,5,3:36:38 PM,7,27.0,,-1.2861765,36.8209086,-1.2551895,36.7822034,206,4822
15477,625,Bike,3,Business,2,3,12:46:39 PM,2,3,12:55:25 PM,2,3,1:32:59 PM,2,3,1:38:47 PM,2,3,1:49:56 PM,5,23.5,,-1.2600926,36.8088685,-1.265715,36.823815,753,669
22875,1594,Bike,3,Business,20,3,2:10:55 PM,20,3,2:11:19 PM,20,3,2:11:37 PM,20,3,2:24:31 PM,20,3,2:44:29 PM,5,29.2,,-1.2285835,36.8826468,-1.2156006,36.8916865,614,1198
6608,2112,Bike,3,Business,24,5,3:27:29 PM,24,5,3:29:05 PM,24,5,3:40:22 PM,24,5,3:49:34 PM,24,5,4:20:19 PM,19,23.2,,-1.2156006,36.8916865,-1.2629461,36.7653137,539,1845
27106,2200,Bike,3,Business,12,5,11:54:05 AM,12,5,12:05:06 PM,12,5,12:08:52 PM,12,5,12:20:28 PM,12,5,1:27:18 PM,5,24.7,,-1.290894,36.822971,-1.3040651,36.7981254,88,4010
26638,1880,Bike,3,Business,12,2,2:09:14 PM,12,2,2:09:58 PM,12,2,2:12:58 PM,12,2,2:40:45 PM,12,2,2:56:22 PM,11,,,-1.2571472,36.7950633,-1.2662306,36.710789,783,937
23198,3557,Bike,3,Business,21,5,10:00:16 AM,21,5,10:02:00 AM,21,5,10:20:09 AM,21,5,10:32:18 AM,21,5,10:46:29 AM,6,20.1,,-1.2854174,36.7951152,-1.2546732,36.8086796,532,851
13878,186,Bike,3,Business,21,4,12:30:06 PM,21,4,12:30:43 PM,21,4,12:40:03 PM,21,4,12:42:29 PM,21,4,1:14:23 PM,5,28.1,,-1.2825816,36.8092346,-1.2571472,36.7950633,819,1914
18537,1927,Bike,3,Business,20,4,2:42:14 PM,20,4,2:57:51 PM,20,4,2:57:58 PM,20,4,3:17:00 PM,20,4,4:10:20 PM,15,25.4,,-1.2597529,36.806629,-1.3472066,36.7692638,704,3200
8594,2625,Bike,1,Personal,9,6,3:12:54 PM,9,6,3:17:39 PM,9,6,3:45:13 PM,9,6,4:10:41 PM,9,6,4:51:11 PM,12,19.1,,-1.2248308,36.8012573,-1.2432,36.7414006,301,2430
5993,496,Bike,3,Business,20,4,4:49:24 PM,20,4,4:55:36 PM,20,4,5:03:57 PM,20,4,5:05:18 PM,20,4,5:17:36 PM,4,22.9,,-1.2551895,36.7822034,-1.2734413,36.8129353,190,738
26090,1927,Bike,3,Business,19,2,10:06:13 AM,19,2,10:06:23 AM,19,2,10:08:05 AM,19,2,10:40:52 AM,19,2,11:49:42 AM,19,26.7,,-1.2927792,36.9053492,-1.3472066,36.7692638,900,4130
22475,1245,Bike,3,Business,17,6,11:50:16 AM,17,6,11:50:56 AM,17,6,12:14:55 PM,17,6,12:32:21 PM,17,6,1:37:19 PM,17,23.8,,-1.300921,36.828195,-1.3198615,36.7110323,244,3898
21589,1346,Bike,3,Business,6,3,3:36:01 PM,6,3,3:37:37 PM,6,3,3:59:29 PM,6,3,4:01:36 PM,6,3,4:37:02 PM,6,27.7,,-1.2695287,36.7981777,-1.2917868,36.7872675,540,2126
7113,3201,Bike,3,Business,9,3,12:59:39 PM,9,3,12:59:56 PM,9,3,1:12:00 PM,9,3,1:14:30 PM,9,3,1:24:20 PM,2,25.2,,-1.2584143,36.8048002,-1.2561334,36.7990458,580,590
27841,2803,Bike,3,Business,4,2,12:33:40 PM,4,2,1:23:17 PM,4,2,1:29:31 PM,4,2,1:34:19 PM,4,2,1:48:01 PM,3,24.0,11.1,-1.2765736,36.8513646,-1.2689599,36.8398401,521,822
7822,3647,Bike,3,Business,8,5,9:21:16 AM,8,5,9:22:07 AM,8,5,9:33:56 AM,8,5,9:40:45 AM,8,5,9:58:18 AM,8,20.7,,-1.272639,36.794723,-1.2653185,36.8358841,427,1053
3034,1927,Bike,3,Business,22,1,10:09:06 AM,22,1,10:10:46 AM,22,1,11:17:48 AM,22,1,12:54:42 PM,22,1,1:10:50 PM,12,24.9,,-1.290894,36.822971,-1.3463042,36.768164,926,968
13367,2271,Bike,3,Business,2,6,10:53:27 AM,2,6,10:54:30 AM,2,6,11:09:15 AM,2,6,11:20:10 AM,2,6,11:44:31 AM,13,24.0,,-1.2850325,36.822932,-1.293515,36.897607,297,1461
23960,1927,Bike,3,Business,20,3,10:24:11 AM,20,3,10:24:19 AM,20,3,10:24:23 AM,20,3,10:28:49 AM,20,3,10:55:56 AM,14,20.7,,-1.3472066,36.7692638,-1.2594539,36.8067841,26,1627
28055,1073,Bike,3,Business,30,4,2:54:06 PM,30,4,2:55:10 PM,30,4,3:06:15 PM,30,4,3:12:24 PM,30,4,3:24:51 PM,8,20.7,,-1.290641,36.812941,-1.2563242,36.7911568,216,747
84,186,Bike,3,Business,5,5,2:29:13 PM,5,5,2:49:57 PM,5,5,3:04:00 PM,5,5,3:07:11 PM,5,5,3:49:56 PM,23,27.6,,-1.3700383,36.9190174,-1.2571472,36.7950633,48,2565
13798,3211,Bike,3,Personal,3,2,9:14:08 AM,3,2,9:15:46 AM,3,2,9:36:34 AM,3,2,9:41:14 AM,3,2,10:09:56 AM,9,15.1,2.0,-1.2783772,36.8201617,-1.2804664,36.7701111,844,1722
23977,3586,Bike,3,Business,3,1,10:32:14 AM,3,1,10:46:10 AM,3,1,10:56:35 AM,3,1,11:05:32 AM,3,1,11:43:19 AM,9,22.3,,-1.2869041,36.8240057,-1.275442,36.7660207,235,2267
25455,1502,Bike,3,Business,20,3,11:04:24 AM,20,3,11:05:48 AM,20,3,11:11:06 AM,20,3,11:32:11 AM,20,3,12:51:06 PM,12,26.2,,-1.290894,36.822971,-1.2232123,36.8932547,268,4735
22443,2688,Bike,2,Personal,22,3,1:46:52 PM,22,3,1:48:30 PM,22,3,1:49:00 PM,22,3,2:11:13 PM,22,3,2:35:43 PM,4,25.8,,-1.296797,36.7764525,-1.2897215,36.7945959,414,1470
17365,671,Bike,1,Personal,22,3,9:52:13 AM,22,3,9:55:13 AM,22,3,10:31:16 AM,22,3,10:34:58 AM,22,3,11:02:43 AM,10,23.2,,-1.2343087,36.84749,-1.302559,36.819555,320,1665
25062,20,Bike,3,Business,7,5,9:59:48 AM,7,5,10:00:30 AM,7,5,10:07:11 AM,7,5,10:10:57 AM,7,5,10:30:09 AM,9,20.4,1.0,-1.2648363,36.8023754,-1.3125593,36.8430941,878,1152
5788,2982,Bike,3,Business,26,5,3:35:59 PM,26,5,3:42:16 PM,26,5,3:56:08 PM,26,5,4:02:01 PM,26,5,4:21:36 PM,7,,,-1.300921,36.828195,-1.325469,36.862403,551,1175
23155,1710,Bike,3,Personal,11,1,2:27:42 PM,11,1,2:27:51 PM,11,1,2:28:16 PM,11,1,2:39:57 PM,11,1,3:37:35 PM,24,28.0,,-1.2963097,36.7688221,-1.1829533,36.718327,786,3458
17142,2246,Bike,1,Personal,18,4,2:58:37 PM,18,4,2:59:34 PM,18,4,3:16:10 PM,18,4,3:22:11 PM,18,4,3:45:01 PM,10,26.8,,-1.2821883,36.8269611,-1.249526,36.7711579,208,1370
23941,1469,Bike,3,Business,30,2,8:38:50 AM,30,2,8:40:03 AM,30,2,9:34:26 AM,30,2,9:38:14 AM,30,2,9:51:47 AM,4,17.4,,-1.2551895,36.7822034,-1.2617131,36.8051999,219,813
22386,1535,Bike,1,Business,19,4,10:20:49 AM,19,4,10:22:23 AM,19,4,10:33:17 AM,19,4,10:55:03 AM,19,4,11:19:43 AM,9,20.2,,-1.2945179,36.7685349,-1.2571472,36.7950633,5,1480
23979,3415,Bike,1,Personal,7,5,8:26:53 AM,7,5,8:42:50 AM,7,5,9:11:04 AM,7,5,10:18:10 AM,7,5,11:09:46 AM,36,18.4,,-1.4383017,36.9806911,-1.2697662,36.7595857,938,3096
19683,1280,Bike,3,Business,3,1,10:33:54 AM,3,1,10:34:12 AM,3,1,10:35:23 AM,3,1,10:54:39 AM,3,1,11:29:25 AM,18,22.3,,-1.2551895,36.7822034,-1.3343129,36.8854175,120,2086
910,3147,Bike,3,Business,26,2,9:54:30 AM,26,2,10:00:03 AM,26,2,10:24:16 AM,26,2,10:29:26 AM,26,2,10:45:34 AM,7,21.8,,-1.3173869,36.8112044,-1.3472066,36.7692638,411,968
13252,1500,Bike,3,Business,2,4,12:55:53 PM,2,4,12:56:49 PM,2,4,1:02:54 PM,2,4,1:05:28 PM,2,4,1:34:30 PM,13,,,-1.2638185,36.7930057,-1.3228003,36.8306435,155,1742
14128,393,Bike,3,Business,2,5,12:48:49 PM,2,5,1:11:34 PM,2,5,1:19:30 PM,2,5,2:09:28 PM,2,5,2:47:36 PM,10,25.3,,-1.3177547,36.8303703,-1.2574219,36.7927073,762,2288
26232,3404,Bike,3,Business,21,3,11:39:04 AM,21,3,11:39:27 AM,21,3,11:39:35 AM,21,3,11:57:22 AM,21,3,12:14:06 PM,11,22.2,,-1.2283403,36.8822756,-1.279395,36.825364,659,1004
28135,1966,Bike,3,Business,1,5,11:26:31 AM,1,5,11:27:02 AM,1,5,12:09:59 PM,1,5,12:16:02 PM,1,5,12:37:08 PM,20,28.6,,-1.2917868,36.7872675,-1.3700383,36.9190174,222,1266
10712,2866,Bike,3,Business,25,1,11:51:57 AM,25,1,11:52:18 AM,25,1,11:52:33 AM,25,1,12:02:00 PM,25,1,12:13:04 PM,3,27.1,,-1.2551895,36.7822034,-1.2495931,36.8065087,576,664
7264,2258,Bike,3,Business,17,3,10:33:57 AM,17,3,10:34:18 AM,17,3,10:34:30 AM,17,3,10:41:35 AM,17,3,10:49:10 AM,3,25.6,,-1.2646084,36.8028645,-1.2635089,36.7887337,446,455
20060,2956,Bike,3,Business,11,2,5:44:05 PM,11,2,5:44:44 PM,11,2,5:56:02 PM,11,2,5:59:40 PM,11,2,6:12:24 PM,3,21.0,,-1.2584143,36.8048002,-1.2551895,36.7822034,547,764
7974,2149,Bike,1,Personal,19,5,6:01:24 PM,19,5,6:02:39 PM,19,5,6:08:26 PM,19,5,6:13:31 PM,19,5,6:35:54 PM,11,24.2,,-1.2675332,36.808561,-1.2127345,36.7903289,116,1343
10309,1342,Bike,3,Business,30,2,4:40:41 PM,30,2,4:40:53 PM,30,2,4:41:31 PM,30,2,4:50:02 PM,30,2,5:03:04 PM,4,23.6,,-1.3025826,36.7670807,-1.2882803,36.7815881,785,782
2468,2330,Bike,3,Business,12,2,2:04:44 PM,12,2,2:05:27 PM,12,2,2:12:01 PM,12,2,2:21:05 PM,12,2,2:44:30 PM,11,27.1,,-1.2524916,36.8656196,-1.2326041,36.8009029,377,1405
23680,2112,Bike,3,Business,8,6,1:15:50 PM,8,6,1:16:05 PM,8,6,1:43:21 PM,8,6,2:18:52 PM,8,6,3:07:22 PM,12,,,-1.28878,36.8168312,-1.2156006,36.8916865,739,2910
17817,3222,Bike,3,Business,11,1,1:51:32 PM,11,1,1:53:03 PM,11,1,1:53:27 PM,11,1,2:18:00 PM,11,1,2:18:07 PM,3,29.1,,-1.2551895,36.7822034,-1.2638132,36.7849775,242,7
9540,3674,Bike,3,Business,4,2,2:33:31 PM,4,2,2:48:01 PM,4,2,3:03:35 PM,4,2,3:07:55 PM,4,2,3:30:44 PM,7,22.5,,-1.2551895,36.7822034,-1.2880883,36.8227336,894,1369
22656,1004,Bike,3,Business,14,2,2:55:36 PM,14,2,2:59:21 PM,14,2,3:17:37 PM,14,2,3:19:03 PM,14,2,4:09:42 PM,18,,,-1.3250048,36.8697188,-1.2235201,36.8020608,183,3039
16064,2412,Bike,3,Business,26,4,11:03:18 AM,26,4,11:03:30 AM,26,4,11:17:05 AM,26,4,11:28:57 AM,26,4,12:17:09 PM,14,18.9,,-1.2297202,36.8819507,-1.2571472,36.7950633,614,2892
12596,2521,Bike,3,Business,25,5,3:48:01 PM,25,5,3:48:37 PM,25,5,3:51:49 PM,25,5,3:53:43 PM,25,5,4:26:03 PM,14,29.1,,-1.3167113,36.8301563,-1.306378,36.7519845,523,1940
9646,1500,Bike,3,Business,2,2,11:52:15 AM,2,2,11:55:12 AM,2,2,12:14:04 PM,2,2,12:36:12 PM,2,2,12:57:12 PM,8,26.4,,-1.3004062,36.829741,-1.2638185,36.7930057,507,1260
18961,198,Bike,3,Business,1,5,10:26:44 AM,1,5,10:28:08 AM,1,5,10:59:40 AM,1,5,11:02:13 AM,1,5,11:16:32 AM,8,28.7,,-1.3396256,36.8863135,-1.3705766,36.9120742,242,859
19958,1246,Bike,3,Business,10,1,9:42:30 AM,10,1,9:54:09 AM,10,1,10:09:46 AM,10,1,10:15:17 AM,10,1,10:27:39 AM,2,18.6,1.9,-1.2527958,36.8003131,-1.2682478,36.8072852,112,742
23108,186,Bike,3,Business,20,2,10:17:04 AM,20,2,10:35:18 AM,20,2,10:42:49 AM,20,2,10:49:10 AM,20,2,11:02:30 AM,4,19.7,,-1.2571472,36.7950633,-1.2890399,36.8164942,259,800
5071,2112,Bike,3,Business,25,1,1:32:20 PM,25,1,1:43:18 PM,25,1,1:58:07 PM,25,1,2:02:36 PM,25,1,2:49:47 PM,6,30.3,,-1.2156006,36.8916865,-1.2413316,36.8785525,660,2831
14931,510,Bike,3,Business,24,3,11:22:48 AM,24,3,11:22:58 AM,24,3,11:23:02 AM,24,3,11:24:57 AM,24,3,12:12:07 PM,28,20.1,,-1.2860183,36.8975338,-1.3192808,36.7121888,408,2830
13150,3283,Bike,3,Business,10,1,4:32:21 PM,10,1,4:32:39 PM,10,1,4:46:00 PM,10,1,5:01:06 PM,10,1,5:12:04 PM,5,18.9,,-1.2600926,36.8088685,-1.2628473,36.781805,864,658
7979,2956,Bike,3,Business,28,2,3:45:58 PM,28,2,3:49:48 PM,28,2,3:53:06 PM,28,2,4:01:59 PM,28,2,4:20:54 PM,7,23.4,,-1.2584143,36.8048002,-1.225322,36.80855,882,1135
18213,142,Bike,3,Business,11,2,2:20:07 PM,11,2,2:41:54 PM,11,2,2:52:05 PM,11,2,3:12:03 PM,11,2,3:35:37 PM,10,22.4,,-1.2517448,36.7924971,-1.2963097,36.7688221,536,1414
22492,1500,Bike,3,Business,10,1,12:46:38 PM,10,1,12:47:29 PM,10,1,12:48:05 PM,10,1,1:20:55 PM,10,1,1:25:22 PM,13,18.5,,-1.2638185,36.7930057,-1.3228003,36.8306435,702,267
3318,3149,Bike,3,Business,18,6,10:27:56 AM,18,6,10:28:13 AM,18,6,10:29:27 AM,18,6,10:42:45 AM,18,6,10:51:45 AM,5,21.3,,-1.3004062,36.829741,-1.3167113,36.8301563,591,540
5248,1075,Bike,3,Business,4,2,9:43:50 AM,4,2,11:07:47 AM,4,2,11:08:10 AM,4,2,11:13:26 AM,4,2,11:22:54 AM,3,20.3,,-1.2527958,36.8003131,-1.2551895,36.7822034,205,568
517,393,Bike,3,Business,20,3,3:54:57 PM,20,3,3:55:15 PM,20,3,4:13:45 PM,20,3,4:29:09 PM,20,3,4:41:50 PM,4,29.4,,-1.3167113,36.8301563,-1.3004062,36.829741,349,761
7670,3091,Bike,3,Business,11,2,9:47:31 AM,11,2,9:49:39 AM,11,2,10:33:37 AM,11,2,10:42:48 AM,11,2,11:12:41 AM,9,19.6,,-1.279395,36.825364,-1.3025826,36.7670807,819,1793
18264,125,Bike,1,Personal,31,5,1:54:55 PM,31,5,1:55:05 PM,31,5,1:56:30 PM,31,5,2:09:13 PM,31,5,3:19:06 PM,17,19.8,,-1.287741,36.8175255,-1.2000518,36.7805946,6,4193
23045,2436,Bike,3,Business,9,2,12:30:25 PM,9,2,12:31:05 PM,9,2,1:03:14 PM,9,2,1:20:23 PM,9,2,2:17:21 PM,12,21.8,,-1.2551895,36.7822034,-1.3104734,36.7363698,328,3418
18991,1149,Bike,3,Personal,15,2,10:29:38 AM,15,2,11:02:56 AM,15,2,11:03:09 AM,15,2,11:11:14 AM,15,2,11:24:21 AM,4,22.8,,-1.279285,36.8260574,-1.291899,36.809705,100,787
6803,824,Bike,3,Business,28,4,3:33:11 PM,28,4,3:33:25 PM,28,4,3:36:49 PM,28,4,4:07:40 PM,28,4,4:35:57 PM,18,29.9,,-1.2914308,36.8018867,-1.207546,36.7913976,801,1697
17851,1329,Bike,3,Business,22,5,1:02:59 PM,22,5,1:03:11 PM,22,5,1:10:33 PM,22,5,1:14:14 PM,22,5,1:26:19 PM,5,,,-1.273056,36.811298,-1.291055,36.786744,655,725
1163,1340,Bike,3,Business,30,5,10:05:27 AM,30,5,10:06:31 AM,30,5,10:17:56 AM,30,5,10:21:19 AM,30,5,10:37:06 AM,4,19.2,,-1.2707179,36.7979713,-1.2734594,36.8170558,167,947
25354,1329,Bike,3,Business,8,5,12:12:32 PM,8,5,12:39:36 PM,8,5,12:49:14 PM,8,5,12:51:37 PM,8,5,1:28:52 PM,12,28.5,,-1.273056,36.811298,-1.2239241,36.8707489,210,2235
20268,69,Bike,3,Personal,16,4,3:16:07 PM,16,4,3:17:04 PM,16,4,3:21:37 PM,16,4,3:25:01 PM,16,4,4:02:06 PM,7,,,-1.2979147,36.7857814,-1.2698306,36.7644059,269,2225
12469,186,Bike,3,Business,18,4,10:41:23 AM,18,4,10:42:01 AM,18,4,10:44:03 AM,18,4,10:52:06 AM,18,4,11:45:35 AM,24,25.7,,-1.2571472,36.7950633,-1.3611971,36.6538278,215,3209
13872,2691,Bike,3,Business,13,3,11:26:41 AM,13,3,11:27:04 AM,13,3,11:56:02 AM,13,3,12:02:24 PM,13,3,12:32:43 PM,8,19.9,,-1.2857671,36.7875614,-1.2551895,36.7822034,755,1819
2348,1527,Bike,3,Business,8,1,4:05:44 PM,8,1,4:12:23 PM,8,1,4:30:08 PM,8,1,4:52:28 PM,8,1,4:58:41 PM,4,29.0,,-1.3228003,36.8306435,-1.3004062,36.829741,349,373
20048,3741,Bike,2,Personal,27,5,1:59:35 PM,27,5,2:04:18 PM,27,5,2:47:15 PM,27,5,3:05:20 PM,27,5,3:28:40 PM,6,24.2,,-1.2892898,36.7874315,-1.269534,36.80697,836,1400
9739,552,Bike,3,Business,27,4,11:56:05 AM,27,4,11:56:11 AM,27,4,12:05:22 PM,27,4,12:09:13 PM,27,4,12:48:26 PM,23,22.8,,-1.3014461,36.7661381,-1.3632162,36.9108253,199,2353
14466,3647,Bike,3,Business,10,3,10:26:41 AM,10,3,10:28:05 AM,10,3,10:36:57 AM,10,3,10:40:31 AM,10,3,10:58:13 AM,8,27.8,,-1.272639,36.794723,-1.2653185,36.8358841,576,1062
27711,2284,Bike,1,Personal,2,6,11:41:26 AM,2,6,11:54:00 AM,2,6,12:22:41 PM,2,6,12:33:13 PM,2,6,12:52:05 PM,10,24.0,,-1.2147539,36.7993624,-1.2517392,36.8249608,870,1132
17697,2069,Bike,3,Business,4,6,1:20:00 PM,4,6,1:33:30 PM,4,6,1:44:06 PM,4,6,1:55:20 PM,4,6,2:11:12 PM,6,,,-1.2296618,36.8438272,-1.228911,36.881876,670,952
18495,2978,Bike,3,Business,1,5,2:28:24 PM,1,5,2:29:18 PM,1,5,2:38:23 PM,1,5,2:50:34 PM,1,5,3:39:49 PM,12,28.5,,-1.2551895,36.7822034,-1.325681,36.7959072,205,2955
255,2509,Bike,3,Business,13,3,1:15:14 PM,13,3,1:16:41 PM,13,3,1:26:00 PM,13,3,1:43:01 PM,13,3,2:02:07 PM,5,29.4,,-1.2571472,36.7950633,-1.286553,36.8273374,341,1146
24272,393,Bike,3,Business,24,1,8:27:51 AM,24,1,8:53:43 AM,24,1,9:05:09 AM,24,1,9:47:09 AM,24,1,9:56:21 AM,4,15.6,,-1.3177547,36.8303703,-1.3004062,36.829741,731,552
559,816,Bike,3,Business,18,1,3:19:16 PM,18,1,3:19:52 PM,18,1,3:22:58 PM,18,1,3:45:43 PM,18,1,4:05:28 PM,6,30.8,,-1.2527958,36.8003131,-1.290894,36.822971,845,1185
21327,1250,Bike,1,Personal,17,2,12:31:15 PM,17,2,12:39:22 PM,17,2,1:02:15 PM,17,2,1:09:10 PM,17,2,1:24:12 PM,5,18.8,,-1.3014461,36.7661381,-1.2675334,36.7658246,851,902
16134,3565,Bike,3,Business,18,7,1:30:39 PM,18,7,2:31:24 PM,18,7,2:40:40 PM,18,7,2:50:36 PM,18,7,3:19:38 PM,9,27.5,,-1.2286304,36.8422473,-1.2227615,36.8989174,473,1742
18229,2139,Bike,3,Personal,10,3,7:14:16 PM,10,3,7:16:08 PM,10,3,7:31:03 PM,10,3,8:03:44 PM,10,3,8:25:38 PM,9,24.3,,-1.2336611,36.806181,-1.1926935,36.7574155,438,1314
5573,3222,Bike,3,Business,5,3,3:07:34 PM,5,3,3:11:29 PM,5,3,3:41:43 PM,5,3,3:43:43 PM,5,3,4:33:29 PM,5,25.0,,-1.2551895,36.7822034,-1.2731645,36.7900343,547,2986
1983,718,Bike,3,Business,13,1,12:03:00 PM,13,1,12:03:29 PM,13,1,12:03:36 PM,13,1,12:08:11 PM,13,1,12:15:37 PM,3,,,-1.2551895,36.7822034,-1.2665327,36.8108799,576,446
6466,3560,Bike,3,Business,28,5,3:59:21 PM,28,5,4:02:12 PM,28,5,4:13:29 PM,28,5,4:20:09 PM,28,5,4:33:34 PM,5,25.4,,-1.2527958,36.8003131,-1.279395,36.825364,576,805
16612,3732,Bike,1,Personal,19,7,12:05:10 PM,19,7,12:05:34 PM,19,7,12:22:15 PM,19,7,12:25:11 PM,19,7,1:09:50 PM,18,18.1,,-1.2790653,36.7907262,-1.2092548,36.8043842,452,2679
